outcome;outcome2;exposure;exposure2;model;sex;N0;personyears0;cases0;N1;personyears1;cases1;HR;CI_left;CI_right 
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_basic_confounders;men;2644095;36079385.8718815;21054;41175;168246.903116988;855;16.0479994989882;14.9254824197895;17.2549389477728
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_kessler_prev_interactions;men;2644095;36079385.8718815;21054;41175;168246.903116988;855;4.42501071532795;4.12128347642133;4.75112181503463
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_kessler_prev;men;2644095;36079385.8718815;21054;41175;168246.903116988;855;4.69287358724255;4.37048268403143;5.03904582125566
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;time_after_expo_1;persons;5319671;72879916.0786143;40052;81364;37047.0153604312;983;82.2526493443271;76.6138682636012;88.3064447403066
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;time_after_expo_2;persons;5319671;72879916.0786143;40052;72011;33511.1872071263;143;13.1829390844529;11.1515012616201;15.5844382587775
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;time_after_expo_3;persons;5319671;72879916.0786143;40052;67127;58596.449726776;156;8.18167174877672;6.96812342289402;9.60656815934088
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;time_after_expo_4;persons;5319671;72879916.0786143;40052;58205;117635.524650049;244;6.31242428453226;5.54323988459188;7.18834132701192
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;time_after_expo_5;persons;5319671;72879916.0786143;40052;29413;78185.7735159819;182;7.13761223819753;6.15222095530167;8.28083204959746
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;time_after_expo_6;persons;5319671;72879916.0786143;40052;10038;28230.0057938469;98;11.8238289764669;9.6869174066091;14.4321382950324
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;time_after_expo_7;persons;5319671;72879916.0786143;40052;9037;69075.8216483271;157;8.91796159734395;7.61113232922512;10.4491730811621
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;kessler_prev_interactions;persons;5319671;72879916.0786143;40052;99871;422281.777902538;1963;4.45347771523259;4.23390840751166;4.68443382593856
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;basic_confounders;persons;5319671;72879916.0786143;40052;99871;422281.777902538;1963;14.6427524537853;13.8793318000668;15.4481644009549
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;kessler_prev;persons;5319671;72879916.0786143;40052;99871;422281.777902538;1963;4.64313042816948;4.41437862678321;4.88373608058702
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_time_after_expo_1;women;2675576;36800530.2067328;18998;47727;21955.3395583625;579;81.8234764009988;74.7982653322388;89.5085101319745
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_time_after_expo_2;women;2675576;36800530.2067328;18998;42999;20125.4622801108;79;12.1196887546255;9.68986523286294;15.1588130463191
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_time_after_expo_3;women;2675576;36800530.2067328;18998;40528;35631.8988996183;79;6.79452676101706;5.43204959988818;8.49874307243573
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_time_after_expo_4;women;2675576;36800530.2067328;18998;35747;73358.3320607831;133;5.46479713406562;4.59060156939391;6.50546715175603
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_time_after_expo_5;women;2675576;36800530.2067328;18998;18461;48147.0236394941;99;6.16998310707341;5.04858544384509;7.54046692187455
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_time_after_expo_6;women;2675576;36800530.2067328;18998;5715;15263.0782169324;37;8.09645328712387;5.85818121235452;11.1899160258704
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_time_after_expo_7;women;2675576;36800530.2067328;18998;4906;39553.7401302493;102;10.2838653894539;8.45339453619924;12.5107005115555
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_basic_confounders;women;2675576;36800530.2067328;18998;58696;254034.87478555;1108;13.5888540285836;12.6884347404247;14.5531704727807
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_kessler_prev_interactions;women;2675576;36800530.2067328;18998;58696;254034.87478555;1108;4.47781677215405;4.19220148287415;4.78289107212409
D20;Risk of Schizophrenia and related;expo_D00;Organic disorders;sex_kessler_prev;women;2675576;36800530.2067328;18998;58696;254034.87478555;1108;4.60217537813784;4.30944943744124;4.91478517583303
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_1;men;2618414;35577515.1143416;15901;42148;19437.8996193877;2134;192.292644166723;183.748805602067;201.233748864238
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_2;men;2618414;35577515.1143416;15901;39461;18952.8686428625;395;37.2547442823456;33.7108368265927;41.171210868551
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_3;men;2618414;35577515.1143416;15901;39568;36679.4758814283;556;28.0661240708281;25.7862116588548;30.5476171056179
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_4;men;2618414;35577515.1143416;15901;42026;101191.342652893;1063;21.7704359432495;20.4540187392543;23.1715775369631
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_5;men;2618414;35577515.1143416;15901;36343;134609.037180927;786;15.5987034714951;14.5142445112507;16.7641898138772
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_6;men;2618414;35577515.1143416;15901;27521;97601.9696085039;430;15.0663111250993;13.6814511854583;16.5913489615456
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_7;men;2618414;35577515.1143416;15901;31072;261645.067070889;644;10.8185234583702;9.98419841525134;11.7225684978899
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_basic_confounders;men;2618414;35577515.1143416;15901;75000;670117.660656892;6008;27.3216765513658;26.5036888754785;28.1649099144118
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_kessler_prev_interactions;men;2618414;35577515.1143416;15901;75000;670117.660656892;6008;12.1557122094437;11.7756304766915;12.5480618308544
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_kessler_prev;men;2618414;35577515.1143416;15901;75000;670117.660656892;6008;12.4107421499134;12.0239634439023;12.8099624911741
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;time_after_expo_1;persons;5284993;72221085.2105837;33548;64704;30065.2222861854;2851;163.29902020679;157.105309325127;169.736911598014
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;time_after_expo_2;persons;5284993;72221085.2105837;33548;61083;29378.2885395614;556;33.1634842953869;30.4913026061582;36.0698493211717
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;time_after_expo_3;persons;5284993;72221085.2105837;33548;61386;57012.8533198594;761;24.1730360703982;22.491676934216;25.9800847473422
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;time_after_expo_4;persons;5284993;72221085.2105837;33548;65609;158567.451216409;1471;18.7235726588269;17.7643532110198;19.734586953208
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;time_after_expo_5;persons;5284993;72221085.2105837;33548;57478;213365.5008833;1136;13.8388271070791;13.0374148062952;14.6895023702977
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;time_after_expo_6;persons;5284993;72221085.2105837;33548;44074;156271.65795344;625;13.339639284774;12.3156626688982;14.4487536750474
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;time_after_expo_7;persons;5284993;72221085.2105837;33548;50610;436451.671734412;1067;10.1648958389623;9.54658450236313;10.8232538444903
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;kessler_prev_interactions;persons;5284993;72221085.2105837;33548;118047;1081112.64593317;8467;9.02615343062424;8.79170314580608;9.26685585284282
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;basic_confounders;persons;5284993;72221085.2105837;33548;118047;1081112.64593317;8467;23.2805488822144;22.7099268623792;23.865508662426
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;kessler_prev;persons;5284993;72221085.2105837;33548;118047;1081112.64593317;8467;9.21482499847448;8.97612338400908;9.45987439341379
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_1;women;2666579;36643570.0962421;17647;22556;10627.3226667976;717;116.373739014204;107.982212883238;125.417388387752
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_2;women;2666579;36643570.0962421;17647;21622;10425.4198966989;161;26.9582129874785;23.0815583967139;31.485969664064
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_3;women;2666579;36643570.0962421;17647;21818;20333.3774384311;205;18.1209984283654;15.7886706436938;20.7978614191927
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_4;women;2666579;36643570.0962421;17647;23583;57376.1085635153;408;14.1479438135475;12.8234011455852;15.6092998946857
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_5;women;2666579;36643570.0962421;17647;21135;78756.4637023731;350;11.3755031861081;10.2311195175202;12.6478898536532
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_6;women;2666579;36643570.0962421;17647;16553;58669.6883449361;195;10.9317904567127;9.48941075283527;12.5934102445475
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_time_after_expo_7;women;2666579;36643570.0962421;17647;19538;174806.604663523;423;9.410339202763;8.53596525852148;10.3742788576434
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_basic_confounders;women;2666579;36643570.0962421;17647;43047;410994.985276275;2459;17.5962638806307;16.8610523143331;18.3635337097899
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_kessler_prev_interactions;women;2666579;36643570.0962421;17647;43047;410994.985276275;2459;5.64208117440869;5.40088069342107;5.89405354156285
D20;Risk of Schizophrenia and related;expo_D10;Substance abuse;sex_kessler_prev;women;2666579;36643570.0962421;17647;43047;410994.985276275;2459;5.74862272481979;5.50298501852508;6.00522500444164
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_1;men;2631951;35658828.3081079;17253;56565;26546.1826177986;1732;117.854239213558;112.164249600361;123.832876786453
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_2;men;2631951;35658828.3081079;17253;52996;25505.5609925893;375;26.8955595367909;24.2789910447966;29.794117945939
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_3;men;2631951;35658828.3081079;17253;52036;48442.0734860395;519;20.1072792249622;18.4250161079878;21.9431383647648
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_4;men;2631951;35658828.3081079;17253;51060;124983.470095067;890;14.3981481843002;13.4586992838114;15.4031728301132
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_5;men;2631951;35658828.3081079;17253;39150;142439.568148814;608;10.4003941035348;9.59043607629779;11.2787569458049
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_6;men;2631951;35658828.3081079;17253;23091;79672.1262669364;239;9.23772921963485;8.12799339118099;10.4989801330161
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_7;men;2631951;35658828.3081079;17253;19161;141215.48528333;293;7.79506389969848;6.93744412791764;8.75870422593534
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_basic_confounders;men;2631951;35658828.3081079;17253;75908;588804.466890575;4656;20.1870457665186;19.536555621517;20.8591946643188
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_kessler_prev_interactions;men;2631951;35658828.3081079;17253;75908;588804.466890575;4656;7.81155150240618;7.54713493757312;8.08523199591368
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_kessler_prev;men;2631951;35658828.3081079;17253;75908;588804.466890575;4656;7.85257811367673;7.58666873354588;8.1278074998504
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;time_after_expo_1;persons;5279431;71627993.5615528;31066;148265;70101.8161558867;3834;104.185170340305;100.716511770417;107.773288888135
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;time_after_expo_2;persons;5279431;71627993.5615528;31066;140580;67745.4802230706;889;25.1938420106822;23.5650174140603;26.9352516956128
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;time_after_expo_3;persons;5279431;71627993.5615528;31066;138681;129404.741230631;1225;18.6099837971331;17.5736839549546;19.7073930438994
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;time_after_expo_4;persons;5279431;71627993.5615528;31066;137826;339619.651665545;2109;13.2058947251936;12.6323041750382;13.8055300977874
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;time_after_expo_5;persons;5279431;71627993.5615528;31066;108156;398632.952863239;1453;9.53638134918489;9.0441064295491;10.0554510216678
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;time_after_expo_6;persons;5279431;71627993.5615528;31066;65397;225681.265057266;569;8.45961614789905;7.7825963716255;9.19553089386891
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;time_after_expo_7;persons;5279431;71627993.5615528;31066;57239;443018.387768547;870;8.10750519529305;7.56472864583171;8.68922648374479
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;kessler_prev_interactions;persons;5279431;71627993.5615528;31066;206042;1674204.29496418;10949;7.64705036283306;7.46231352525232;7.83636054071152
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;basic_confounders;persons;5279431;71627993.5615528;31066;206042;1674204.29496418;10949;18.0315589914059;17.6300858397317;18.4421745087486
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;kessler_prev;persons;5279431;71627993.5615528;31066;206042;1674204.29496418;10949;7.69080761915594;7.50529009489641;7.88091080917552
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_1;women;2647480;35969165.2534448;13813;91700;43555.6335380881;2102;93.9866358167171;89.7540807166672;98.4187865511038
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_2;women;2647480;35969165.2534448;13813;87584;42239.9192304813;514;23.7977824031974;21.789807491686;25.9907962714227
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_3;women;2647480;35969165.2534448;13813;86645;80962.6677445918;706;17.4361650433986;16.1641450168075;18.8082853194225
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_4;women;2647480;35969165.2534448;13813;86766;214636.181570477;1219;12.3097976228463;11.6076094171119;13.0544638495543
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_5;women;2647480;35969165.2534448;13813;69006;256193.384714426;845;8.90486182448785;8.30549747891927;9.54747916238479
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_6;women;2647480;35969165.2534448;13813;42306;146009.138790329;330;7.90177090862227;7.0823650472001;8.81597927757666
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_time_after_expo_7;women;2647480;35969165.2534448;13813;38078;301802.902485217;577;8.19213460961566;7.52634466433104;8.91682117351289
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_basic_confounders;women;2647480;35969165.2534448;13813;130134;1085399.82807361;6293;16.4687723029575;15.9800053704959;16.9724887369199
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_kessler_prev_interactions;women;2647480;35969165.2534448;13813;130134;1085399.82807361;6293;7.51471275810458;7.28074773368512;7.75619619061259
D20;Risk of Schizophrenia and related;expo_D30;Mood disorders;sex_kessler_prev;women;2647480;35969165.2534448;13813;130134;1085399.82807361;6293;7.56142678077223;7.32660699409547;7.80377260675468
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_1;men;2622643;35369226.2373336;15671;79386;37402.7186215509;2091;98.8125281645615;94.382170899922;103.450849129391
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_2;men;2622643;35369226.2373336;15671;75235;36154.9873194102;508;24.9421713646357;22.8300453170442;27.2497011610574
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_3;men;2622643;35369226.2373336;15671;74244;68796.3711131075;662;17.3167163850158;16.0188633174308;18.7197218939233
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_4;men;2622643;35369226.2373336;15671;73742;178805.15725728;1185;12.3943707777583;11.6817316454985;13.1504841609458
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_5;men;2622643;35369226.2373336;15671;56598;213110.905966016;993;9.8199172927105;9.20838601200838;10.4720605228671
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_6;men;2622643;35369226.2373336;15671;35920;127848.441567483;404;8.15654522470242;7.38800506347018;9.00503308146986
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_7;men;2622643;35369226.2373336;15671;28705;216287.955820047;395;6.51304051382395;5.88981874023724;7.20220750511645
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_basic_confounders;men;2622643;35369226.2373336;15671;107276;878406.537664895;6238;16.2905176618436;15.8165520432747;16.7786863385109
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_kessler_prev_interactions;men;2622643;35369226.2373336;15671;107276;878406.537664895;6238;7.76318121053599;7.52430035563407;8.00964603472961
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_kessler_prev;men;2622643;35369226.2373336;15671;107276;878406.537664895;6238;7.74066653866155;7.50262023630872;7.98626567459505
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;time_after_expo_1;persons;5257453;70911415.6114815;28253;196247;93027.2421460713;4425;91.0893870796126;88.1953296412465;94.0784106402285
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;time_after_expo_2;persons;5257453;70911415.6114815;28253;187610;90266.1907627817;1078;22.8708391606418;21.514402691514;24.312796009822
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;time_after_expo_3;persons;5257453;70911415.6114815;28253;185720;172605.645400105;1449;16.2238421832876;15.3840259561482;17.109504101105
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;time_after_expo_4;persons;5257453;70911415.6114815;28253;187741;457628.066711582;2656;11.6917398880581;11.2306963190109;12.1717102597292
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;time_after_expo_5;persons;5257453;70911415.6114815;28253;148058;570979.432607233;2146;8.84118042522337;8.45804483962153;9.24167142566846
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;time_after_expo_6;persons;5257453;70911415.6114815;28253;98287;355172.679302344;882;7.4450136531302;6.95962163492075;7.96425886389818
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;time_after_expo_7;persons;5257453;70911415.6114815;28253;83319;651102.988105399;1126;6.99162077571853;6.57929776730431;7.42978396788497
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;kessler_prev_interactions;persons;5257453;70911415.6114815;28253;274419;2390782.24503552;13762;7.53150206995223;7.36069888569796;7.70626869955379
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;basic_confounders;persons;5257453;70911415.6114815;28253;274419;2390782.24503552;13762;14.8455892362314;14.5393638554477;15.1582642791028
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;kessler_prev;persons;5257453;70911415.6114815;28253;274419;2390782.24503552;13762;7.52516697682463;7.35486639453733;7.69941083785713
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_1;women;2634810;35542189.3741478;12582;116861;55624.5235245203;2334;84.1800956838891;80.4993582834628;88.029130423571
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_2;women;2634810;35542189.3741478;12582;112375;54111.2034433716;570;21.0537585998174;19.3533437831695;22.9035745009016
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_3;women;2634810;35542189.3741478;12582;111476;103809.274286998;787;15.2291293728911;14.1664302486895;16.3715471988936
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_4;women;2634810;35542189.3741478;12582;113999;278822.909454301;1471;11.051369975918;10.4663027309468;11.6691425314404
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_5;women;2634810;35542189.3741478;12582;91460;357868.526641217;1153;8.05185419749529;7.57813013070941;8.55519170289748
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_6;women;2634810;35542189.3741478;12582;62367;227324.237734861;478;6.8650999604829;6.2640065864493;7.52387418770856
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_time_after_expo_7;women;2634810;35542189.3741478;12582;54614;434815.032285352;731;7.20233659170263;6.67908635883328;7.7665790788248
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_basic_confounders;women;2634810;35542189.3741478;12582;167143;1512375.70737062;7524;13.6277315337874;13.2409627385989;14.0257978534751
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_kessler_prev_interactions;women;2634810;35542189.3741478;12582;167143;1512375.70737062;7524;7.32119890940726;7.10158907537408;7.54759996702325
D20;Risk of Schizophrenia and related;expo_D41;Neurotic disorders;sex_kessler_prev;women;2634810;35542189.3741478;12582;167143;1512375.70737062;7524;7.32986354673366;7.11054705870557;7.5559445947209
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_1;men;2652090;36237310.2627951;21828;1097;518.013767829578;20;39.6137785133944;25.547870703171;61.4239623466349
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_2;men;2652090;36237310.2627951;21828;1048;501.45071487387;6;11.7912920832595;5.29632114982066;26.2511590705645
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_3;men;2652090;36237310.2627951;21828;1021;942.738535818552;10;9.68344571265344;5.20892250375513;18.001634849109
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_4;men;2652090;36237310.2627951;21828;992;2362.14020510518;19;6.44728814653939;4.11104772551412;10.1111753547714
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_5;men;2652090;36237310.2627951;21828;737;2672.03596077552;12;3.60071342701863;2.044375497993;6.34185705915591
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_6;men;2652090;36237310.2627951;21828;417;1486.30285200989;11;7.90735152861082;4.37809392031525;14.2816050397844
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_7;men;2652090;36237310.2627951;21828;266;1839.83016692867;3;2.96532814744397;0.956270686122698;9.19527404701316
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_basic_confounders;men;2652090;36237310.2627951;21828;1345;10322.5122033413;81;7.52763488366754;6.05132223293782;9.36411659477905
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_kessler_prev_interactions;men;2652090;36237310.2627951;21828;1345;10322.5122033413;81;3.70432145898073;2.97752475599171;4.60852506561102
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_kessler_prev;men;2652090;36237310.2627951;21828;1345;10322.5122033413;81;3.93328085198965;3.16173955408982;4.89309697904009
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;time_after_expo_1;persons;5335374;73105429.1146542;40937;18313;8810.00876142995;266;29.5245316757012;26.1502970438777;33.3341517768175
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;time_after_expo_2;persons;5335374;73105429.1146542;40937;17901;8643.84195673329;84;9.20619014825689;7.42874274225809;11.4089207267527
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;time_after_expo_3;persons;5335374;73105429.1146542;40937;17842;16607.3662325025;159;8.80922792589011;7.53419626708008;10.3000365134312
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;time_after_expo_4;persons;5335374;73105429.1146542;40937;17814;43822.0709184821;265;5.45864832726486;4.83392893064612;6.16410418693696
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;time_after_expo_5;persons;5335374;73105429.1146542;40937;13789;54414.1446216036;181;3.51937564395155;3.03936043764004;4.07520107515011
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;time_after_expo_6;persons;5335374;73105429.1146542;40937;8957;33979.5575492179;68;3.03551713365991;2.39170268190483;3.85263784602368
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;time_after_expo_7;persons;5335374;73105429.1146542;40937;5585;30491.7518227414;55;4.10089195479622;3.14652499781911;5.34472627313262
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;kessler_prev_interactions;persons;5335374;73105429.1146542;40937;22555;196768.741862711;1078;3.6865988052471;3.46600445905652;3.92123290993947
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;basic_confounders;persons;5335374;73105429.1146542;40937;22555;196768.741862711;1078;6.26868936437892;5.89409239228242;6.66709371548558
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;kessler_prev;persons;5335374;73105429.1146542;40937;22555;196768.741862711;1078;3.91439780405049;3.68023219813348;4.16346288588162
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_1;women;2683284;36868118.851859;19109;17216;8291.99499360037;246;28.9051043317903;25.478270663584;32.7928479708738
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_2;women;2683284;36868118.851859;19109;16853;8142.39124185943;78;9.04703156464357;7.24143580481894;11.3028385996586
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_3;women;2683284;36868118.851859;19109;16821;15664.6276966839;149;8.74979787410127;7.44476094404886;10.2836025781092
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_4;women;2683284;36868118.851859;19109;16822;41459.9307133769;246;5.39057091250991;4.75164813977088;6.11540541471975
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_5;women;2683284;36868118.851859;19109;13052;51742.1086608281;169;3.51067174672454;3.01628146790283;4.08609615660939
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_6;women;2683284;36868118.851859;19109;8540;32493.254697208;57;2.71020321726278;2.08906907743706;3.51601656364223
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_time_after_expo_7;women;2683284;36868118.851859;19109;5319;28651.9216558127;52;4.18956328257713;3.19032245026141;5.50177631645986
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_basic_confounders;women;2683284;36868118.851859;19109;21210;186446.229659369;997;6.18029867753514;5.79644222747242;6.58957516431562
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_kessler_prev_interactions;women;2683284;36868118.851859;19109;21210;186446.229659369;997;3.6850927686795;3.45579560147748;3.92960414324506
D20;Risk of Schizophrenia and related;expo_D51;Eating disorders;sex_kessler_prev;women;2683284;36868118.851859;19109;21210;186446.229659369;997;3.9127928386317;3.66938130691276;4.17235128145584
D20;Risk of Schizophrenia and related;expo_D61;Personality disorders;sex_time_after_expo_1;men;2629393;35823035.8977631;18693;17843;8446.15810973015;643;98.1599018005244;90.7124300145173;106.218809483404
D20;Risk of Schizophrenia and related;expo_D61;Personality disorders;sex_time_after_expo_2;men;2629393;35823035.8977631;18693;17232;8303.53901489633;227;35.986443568677;31.5662485331171;41.025594769772
D20;Risk of Schizophrenia and related;expo_D61;Personality disorders;sex_time_after_expo_3;men;2629393;35823035.8977631;18693;17488;16264.513556404;347;29.1986828389006;26.2510298093014;32.4773193935662
